userName;rawContent;status;Label
margareth Gracia;Sangat menghibur,,tapi musuh nya suka cheat, kadang tidak bisa masuk alasannya offline padahal wifi nyala ada kuota nya tapi tetap tidak bisa bermain aneh...;3;Negatif
Muthazam Al Syakhih;Kenapa ini game kalo udah sebulan tiba² suka banyak bug nya, mau pilih foto tiba² relog, hp aman tiba² ngeleg/ freeze sepersekian detik, tolong lah masa iya tiap 1 bulan sekali harus download ulang;3;Negatif
Google Luluk kuluk;"Game udh bagus tapi tolong lah jaringan di perbaiki jaringan saya ful kuota ga abis"" tapi masuk game tiba"" merah, mau marah sayang hp baru, 8jt di beli hmm udh itu aja sih, mau naik ke no 1 nih game tpi entah kenapa setiap update pasti lag parah, tolong yah buat moonton makasih";3;Negatif
Bayu Zakharia;Nice game.Tapi tolong di perbaiki,kenapa punya saya pas habis draft pick,kok disuruh login ulang?pas sudah login ulang malah disuruh login ulang lagi.. plis developer di perbaiki!;3;Negatif
zakka fariq;Untuk developer yang terhormat tolong,tolong perbaiki bug loading yang lama,kami para pengguna android berspesifikasi rendah sangat sedih!,jadi tolong perbaiki masalah loading yang lama bahkan sampai tidak bisa masuk;3;Negatif
Zainal Kurniawan;Terlalu banyak memory. Saat sedang loading rank awal. tiba tiba sistem eror dan keluar sendiri sehingga kredit skore turun drastis dan tidak dpt ikut rank. Merugikan..;3;Negatif
Ujang Ujang;Makin di update makin parah amat sih ngelag ny pas war doang, tolong dong perbaiki lagi, padahal jaringan bagus sampe nyoba pake wi_fi karna di kira masalah dari jaringan tetep gx ada beda nya;3;Negatif
Kristiana Tri;Setelah di perbaharui kenapa gamenya memakan ruang penyimpanan? Dan ketika di room sinyalnya susah sekali.. membuat permainan tidak nyaman. Tolong diperbaiki game nya;3;Negatif
Ivan Vrz f;Tolong fix bug tampilan ikon title yang terlihat hanya angka tanpa pemberitahuan saat loading match menuju game,contoh nya title supreme tapi hanya terlihat angka nya saja,TOLONG DI FIX SEGERA!!!;3;Negatif
Muh Ramadhan;Makin lama montoon makin gila buat update game bknnya tambah baik tpi malah tambah buruk,,masa iya paket data msih ada tpi pas main game langsung lag parah apalgi war itu paling bikin skill menurun..tolong kalau mau update itu jangan stengah²,merugikan orng lain dn anda tetap dpt hasilnya;3;Negatif
Muhammad Yunus;Maaf bintang karena masih banyak mines nya,makin apdet ukuran nya makin besar bikin hp jadi ga kuat,2,sinyal bagus tapi pas main suka aneh pas war merah kalo ngga war ijo 3,itukan magic das warna ungu buat max in emblem y,,, trus itu emlem saya udah max semua,,, lah trus itu magic das di kasih terus samapai banyak buat apa???? Coba bisa di tuker sama emot atau skin atau recal pasti manatap,,,, dan coba Adain pitur bisa mindahin data ml ke kartu SD,, itu paling penting siiii;3;Negatif
Rizki Yoga;Bang tolong di perbaiki grafik nya masa tadi nya pas Mabar masih bagus trs abis aku login ulang main lagi jadi jelek banget burik banget grafik nya tolong di perbaiki dan bug sinyal nya tolong di hilang kan;3;Negatif
Mhmmd Fahlovei;Sekarang montoon makin gila!.. Bentar bentar update... habis update kita mau main magic chess harus download lagi.. gitu aj terus terusan lama-gua unistall juga ni game.. gua udah 4 tahun ni game makin lama makin gak jelas.. jaringan lancar suka ngfrime sendri waktu war..;3;Negatif
Taslim Buheli;Saya salah satu player mlbb, surat terbuka buat moonton dan seluruh anggota teamnya,, dsini saya merasa tidak adil karena sering di curangi,, setiap kali sya main solo knp team yg saya dapat gak pernah benar bahkan saya pernah dapat team yang baru main semua di tear epik dan legend,, jadi mohon kerja samanya buat team dan klue nya agar di perhatikan lebih teliti lagi dalam mengatur program game nya, sekian terimakasih mlbb no. 1;3;Negatif
New Game;Sangatt membuat stress para player . Game sering keluar sendiri entah kenapa udah pake berbagai cara masih aja seperti ituuu.. intinya itu mengecewakan para pemain ://;3;Negatif
X vander;makin kesini makin buruk update, ping yang suka naik turun, padahal di game moba sebelah lancar kalo main, cuma di moba ini jaringan tidak stabil, mohon di perbaiki permasalahan ping sering naik turun👍;3;Negatif
Muhammad Azmi Maulana;Saya berharap jarangan nya diperbaiki, Soalnya saya sering sekali ngalamin patah² saat push rank, dan game nya juga sering login ulang lagi, dan 1 lgi bagi yg menggunakan file peningkatan Chit demage Hero saya mohon utk diBlok atau diberikan setara dgn yg Yg Tdk tau apa², soalnya kasian dgn pemain yg lain ngk bisa apa² dan gagal terus, biar sama² adil utk push rank Tampa mengunakan File Chit peningkatan demagenya, dan 1 lgi tolong Dibanet yg menggunakan Apk utk peningkatan poin Terima kasih.;3;Negatif
Bagus Syahputra;Kepada ytta: Bpk/ibu divisi mobile legends:bang bang. Tolong untuk yang solo rank itu di jumpain/di pertemuan kan dengan lawan yang gampang.jangan kasih yang solo rank itu jumpa sama yang Mabar dan jago. Kalau bisa solo rank itu dapet tim yang jago juga kalau mau di jumpain dengan lawan yang jago. Tolong di perbaiki. Salam hati kecil kami player solo rank.;3;Negatif
Sobur Baharudin;Game ini sekang gk kayak dulu cok kalo dulu hp ram 3 masih lancar sekarang udah kayak anying......meskipun di mode boros kuota masih tetep aja lemot untuk apa ngadain sistem kayak gitu......udh kuota cepet habis e..pas main masih leg....;3;Negatif
Noval's;Game nya keren abis setiap ada update juga jadi lebih bagus dan lebih seru... Banyak event event skin gratis 👍 cuman kebanyakan pemainnya berkata kata kotor dan tidak senonoh jadi sangat merusak game & forum mobile legends;3;Negatif
Sabrina Putri;Maaf yaa moonton klo aku cuma ngasih bintang tiga karena pas startup nya agak lama, padahal tmn sya cuma sekali doang knpa sya lama bnget pernah nunggu hampir satu jam klo kek gitu kenapa yaa, dan tolong diperbaiki lagii;3;Negatif
Salamat Ridho;Yth.Kepada Pihak Moonton Saya baru baru ini sangat terganggu karena Alasan jaringan yang sulit Pada nyatanya jaringan saya 4G dan tidak sulit memainkan game lain tetapi ketika main ML sangat susah Dan baru baru ini Loading Masuk Ke GAME nya sangat sulit saat loading TERAKHIR dan itu sangat menggangu saya karna SEBELUMNYA LOADING SANGAT CEPAT itu ulasan saya tentang MOBILE LEGEND BANG BANG;3;Negatif
Aisyah Nabila;Kadang kadang saya membuka aplikasi moba ini ada tulisan error jadi saya tidak bisa login Sampai sampai harus download ulang ,tolong d perbaiki ini sangat mengesalkan;3;Negatif
rijki rijki;Halo monton tolong bantu saya setiap maen mlbb tim tidak kompak kalau bisa pemain yang rendah jangan di satuin dengan pemain yang udah tinggi karna menganggu saat dalam pertanding tim tidak pernah membantu atau tidak kompak di antara nya perbedaan level dan rnk mohon maaf kalau saya mengganggu terimakasih 🙏;3;Negatif
Muhamad Rohman;Mml yang sekarang bikin jengkel karna sinyal kartu apapun ga bisa setabil.. kemarin waktu belum ada pembaruan sinyal enak bisa setabil .. mohon agar diperbaiki jika gam masih ingin xsis.. sekarang mau oke wpi ples data tetep ngeleg..;3;Negatif
Drajat Luminous;Game apaan niih anjiirr....Gue udah pake Sinyal Simpati, masiih masuk daerah perkotaan, spek hape V19, tapi sering ngelag gak bisa terus....Pikir ulang deeh, buat para pemain baru.;3;Negatif
Kristina Luhung Luhung Kristina;Gamenya udah bagus, cuma masalah nya ada aja yg bikin kesal,niat nya mau buat hiburan malah emosi karena lawan tidak setara,sama team juga dikasih kayak komputer;3;Negatif
Rivan Nugraha;Mohon maaf untuk Moonton saya kasih bintang 3 dulu dikarenakan suka lama saat loading macth nya padahal jaringan bagus sudah ganti wifi atau hapus data download lagi ampe full mohon perbaiki secepatnya dan bug pada hero tertentu basic attack hilang skill hilang dan bug item mohon perbaiki secepatnya terimakasih 🙏;3;Negatif
URMILA_SR;Random lawan yang seimbang, hilangkan chat personal mencegah kata-kata yang tidak pantas. Berikan pilihan voice chat siapa yang dapat mendengar dan yang tidak dapat mendengar, perbaiki lag yang parah saat war.. Saya punya 2 akun yg 1 akunnya tidak bisa login karena perlu verifikasi email tp ga tau kenapa e-mail saya ikutan tidak bisa dilogin;3;Negatif
Moch Wildan;Menurut gua update terakhir gua maen ini game pertama menang kedua lose begitu terus bukan karena temen gua noob tapi masalah sinyal temen satu tim gua match pertama bagus lancar tapi match kedua nya jelek begitu terus bolak balik. Gua ga tau apa udah di setting dari develop game kaya gini atau gak, biar naik turun terus dan makin lama mainnya dan makin lama juga naik rank nya.;3;Negatif
Yogi;Setelah update terbaru banyak bug seperti loading screen patah/tidak bisa memakai video lagi dan masih banyak lainnya karena gue malas ngetik jadi moonton mohon untuk di perbaiki lah jangan membuat para pamain mu kecewa;3;Negatif
Uservia 123;season sekarang banyak bug min.. kadang Hero gak bisa gerak padahal jaringan bagus... Hero nyangkut di batu gak bisa gerak juga.. tolong di perbaiki min.. apalagi saat jaringan masih bagus tp ping nya tinggi bgts...;3;Negatif
Nama Anda;Game nya bagus, tapi tolong perbaiki matcmakingnya, Apalagi pada rank mytic 5. Disitu banyak sekali akun hasil joki. Saya sarankan untuk meningkatkan hukum pelanggaran jika performa bermain player tidak bagus dan di ban dari mode ranked. Pengalaman yang saya alami ini bukan hanya sekali tetapi sudah berkali-kali.;3;Negatif
Bambang Haryanto;Makin kesini makin ga jelas ini game.. Niatnya buat hiburan diwaktu senggang tapi makin kesini makin parah sinyal nya padahal sinyal hp bagus ga ada masalah tiba2 reload sendiri,lag dan sebagai nya;3;Negatif
Aditya;Gimana ini developer? Padahal keluar game cuman bentar terus menghubungkan ulang dan main kyak biasanya tapi kok malah afk? Percuma gw susah payah mengumpulkan credit skor kalo setiap gitu di cap afk. Dimohon kepada developer untuk mengatasi secepatnya soalnya saya tidak nyaman dengan itu..🙏;3;Negatif
Theresia;untuk pembagian tim nya di impasin dong min.. aku yang solo player jdi susah buat ke mythic, ngestuck mulu di epic😓😓.. masa epic diksh musuh legend? dri sisi gravik nya udh bagus, cuma smnjk update sinyal nya kok naik turun trus ya?? Padahal wifi nya lancar lancar aja kdng udh dignti ke data juga sama aja, trus juga kdng klo lgi main misalnya sinyal ny jelek nih, nah distu kita ga afk, tp knpa pas hsil prtndingn jdinya afk ya?? Dierbaiki lg min..😭;3;Negatif
Juleto Chelsi;Sebenarnya game nya bagus aku suka dari grafik suara dan juga heronya banyak banget tapi kalo main rank kadang seru kadang juga bikin emosi karena setiap bintangnya kurang 1 untuk naik tier selanjutnya eh malah turun.tapi gamenya bagus kok👍👍👍👍👍;3;Negatif
Babang Inas;Game bagus, tapi banyak kekurangan,salah satunya gameplaynya ga jelas apa lagi solo dapat tim rank di bawah, musuh yg rank ketinggian;3;Negatif
ReaQt;Setelah Update, sering terjadi Stuck pas loading in game dan juga di Lobby, what is really Happen Moonton?? spek hp gua mnurut gua udah lebih lah buat mainin game triple A mobile, ini game jadi ga nyaman buat dmainin klo stuck ga jelas;3;Negatif
Ichigo Kurosaki;Kenapa pas afk pengurangan kredit skor nya tinggi sedang kan pemulihan nya cuma 3x1 hari tolong lah di perbaiki,lagi pula tidak semua orang afk secara sengaja mungkin saja dia mendapat urusan mendadak, tolong karena ini sangat penting sekali bagi seluruh player MLBB terutama player yg menggunakan Handphone yg kurang canggih 🙏💓;3;Negatif
HATIBIDADARI;Tolong untuk tablet kamera gameplay nya mungkin di perjauh lagi, terlalu gede woi keliatan di tablet, udh pake fitur tinggi rendah kamera tetap sama gede banget , mungkin di perjauh dikit lagi biar nyaman untuk player menggunakan device tablet;3;Negatif
Fulti Gamer;Game nya bagus Grafik juga bagus gambar hero dan skin bagus tapi saya kasih bintang tiga karena setiap selesai pen download tan suka di ulang terus terkadang butuh sinyal yang kuat kadang ngeleg banget,mohon di perbaiki lagi ya biar gak lagi kayak gini takut ada yang protes mohon di perbaiki lagi ya🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻;3;Negatif
Rahandika Oktafyan;Montoon tolong analognya..knp sering ga bisa balik lagi..jadi kalau maju..maju trs sampai masuk turet musuh..ga bisa di geser analognya.;3;Negatif
Iqbal Firdaus;Setelah update jadi banyak bug loading masuk game lama mentok 70% analog tiba tiba error gk bisa di arahin dan lag padahal sinyal bagus tapi lag aneh kan tolong moonton segera di perbaiki;3;Negatif
ZERO BREN;Game nya sih bagus banget tapi hukum nya gk adil, contoh nya waktu kita jadi hyper dan ada yang egois gk mau roam padahal dia St dan gk req dari awal trus kita dirusuh trus sampe ahkir nya Feder dan kita dape coklat sedangkan yang egois itu dapet mendal lebih bagus dan yang di riport/dikasih sangsi adalah kita, jadi buat nonton tolong lah kalo ada yang riport diliat dulu dari awal draf sampe ahkir game apa penyebab dia Fed apakah dia memang kurang skil atau karna kurang suport di game. Thanks;3;Negatif
Zuya Official;woi jgn update trs lah, hpku ini hp kentang. udh gt matchmakingnya ga adil bgt, masa lagi solo rank ketemu tim romawi 3-2 dan gaada yg glory di timku, tapi musuhnya full glory, maksudnya apa sih, tolong perbaiki lagi ya.;3;Negatif
Yogo Kajiro;Game nya sih seru. Asik untuk menghilangkan jenuh. Tapi sayang. Magic ches kok gak bisa di mainkan. Setelah update Alias tidak terdowlod. Padahal tidak di uninstall... harap di perhatikan bug ini. Terimakasih;3;Negatif
Rifqi Sifa;Untuk bapak monton yang terhormat, knp setelah update sinyal pingnya kok jadi naik turun padahal sebelumnya tidak, dan klo buat yang lain sinyal tetep lancar klo buat ml pingnya tetep naik turun, mohon perbaikannya;3;Negatif
Anta Kusuma;Saat Mau Memasuki Match Loadingnya Lama Banget PASTI ada SALAH SATU PLAYER untuk mencapai 100% Sangat Lama. Apakah itu BUG atau Memang karena Player tersebut Kurang Dalam Hal Sinyal Atau HP, jika Memang Bug Mohon untuk DIPERBAIKI!. Dan untuk selebihnya yah lumayan................................................................................................................................................................;3;Negatif
Yoael Nizzar Ardiansyah D;Perbaikin dong masalah jaringan suka stack di 50-70 mulu loh. Jadi aku harus ketinggalan 36 detik pas awal pertandingan. Klau gitu kan saya rugi. Harus nya tambah update tambah bagus.;3;Negatif
Fitri ?;gw abis update malah dapet bug pas loading match nya nge stuck, itu kenapa? padahal sinyal bagus, kouta masih, penyimpanan jg msh lumayan banyak?.. tolong d perbaiki;3;Negatif
Ryo cyrus;"Makin gaje nie game ,😠😠masa tim gue tolol sedang kan musuh nya jago"" habis pulang kerja niat nya buat he fun malah tambah stress kadang sinyal suka merah padahal jaringan gue bagus terlalu banyak bug yg merajalela ...bikin mian kurang nyaman ,pliss lah buat moonton kasih tim ama lawan yg seimbang biar kita pun dapat menikmati permainan";3;Negatif
Amir Uddin;Cuma Mau bilang,,kalau mau main ni game itu kok GK bisa masuk yaa loading nya lama Ketika udh Muncul Tulisan Game Loading itu gw nunggu lama banget itu kenapa yaa padahal jaringan saya bgus ram hp saya juga masih di bilang baguss ram 128 pemakaian ram 55 tapi kenapa yaa GK bisa masuk tolong dong di perbaiki;3;Negatif
Sultan Aladin;Tolong perbaiki servernya jaringannya selalu warna kuning atau merah, ketika saya coba nonton youtube di mode 1080 lancar aja begitupu dengan sosmed dan game yang lain tapi ketika masuk ke ML jaringan ping lag terus parah.;3;Negatif
Elsa Zhira;tolong nih yah,, jaringan saya sudh bagus semua sudh lengkap tapi waktunya main dan ketemu musuh kenapa jaringan ny rusak parah padahal disitu jaringan saya baik baik aja,, pas login juga bug parah,, diperbaiki lagi yah tolong;3;Negatif
Blueberry Choco;"Menurutku semuanya udh bagus sih cumn agak keganggu banget yh sama chat ny,kadang kita ngomong baik""dan gaada kata"" kasar yg di keluarin tapi tiba""kek ada peringatan klo kita hbs ngomong kasar pdahal dri chat ny itu gaada sedikitpun kata kasar,yg awalnya pengen komunikasi sama tim malah kena mute,kan gjls bnget yh,klo gini caranya gmana kita komunikasi ke tim klo ad masalah,sumpah ini ngeganggu banget sih,mohon bwt fiturnya di benerin lagi,trkadang ada yg ngomong kasar malah gk di sensor kn gjls";3;Negatif
Miki Yamamura;Setelah update penyesuaian hanabi dan xavier setiap kali saya bermain,loading matchnya terlalu lama stuck di 40% dan 70% Saya jadi gaenak sama teman dan musuh kalau loading matchnya lama T_T;3;Negatif
Rajendra Haidar;Kepada yang terhormat pihak moonton, kenapa sekarang kalo habis selesai main jadi invalid trus gak bisa kembali ke lobby harus ngulang lagi masak? Tolong dong di perbaiki gak nyaman kita jadinya itupun bukan cuman saya temen saya pun juga gitu!!;3;Negatif
Putri Indah;Tolong diperbaiki lagi gamenya, seperti data sudah didownload semua 100% tapi saat bermain malah hero jadi bola bola, turet juga seperti itu. Tolong diperbaiki;3;Negatif
Arvan Ajah;Kenapa pas mau masuk pas di game loading itu lama banget sumpah sampe setengah jam asli pas keluar dari mode rank mau pun klasik suka loading ini ml rusak atau jaringannya?????;3;Negatif
Zet Chaniago;Montoon sdh di atas angin, game ini gak lg memandang kelas bawah.. Hp dengan ram kecil pun dah nggak sanggup menampung update yg selalu ada setiap saat, krn skrg 4.5 Gb data yg harus di dowload, kami dari kalangan bawah cuma mw nanya,, nurani mu mana;3;Negatif
Rendi Brayen;Kepada montoon tolong di perbaiki lagi soalnya aku pas lagi main suka keluar sendiri padahal sinyal bagus ping 30-50 dan ruangan juga tidak penuh dan aku juga suka sama game ini jadi tolong di perbaiki lagi;3;Negatif
ceffa cilla putri;wahai moonton semisalnya sy agk g suka sm update kalI ini karena saat saya mulai pertandingan mengapa baru bilang penyimpanan hampir habis?, klo kyk gitu kan saya afk trs saya di laporin trs saya di ban, hrs nya yg salaH moonton kalo semisal mau msk ke hmm prtandingan mau pilih pilih hero atau y msk lah itu minimal klo penyimpanan hampir habis cegat lah biar bersiin dulu, kalo saat mau mulau pertandingan trs ada kata kata penyimpanan hmpir hbs trs afk trs di laporin gimana? huhhh smg dI baca 😒.;3;Negatif
Novi Syahputri;Maaf saya cuma kasih 3 bintang soalnya saya udh player lama tetapi ml makin di update makin ngelunjak sinyal nya padahal jaringan nya bagus Kouta juga lancar tapi pas masuk dlm game sinyal nya malah jlk trs ngeleg dan update nya semakin besar ram yg harus di gunakan....;3;Negatif
maulana danish;Game nya seru Tapi kalo main di rank sering banget nge lag (tau2 di kill trs kena afk),, tapi lagi kalo main di classic malah lancar,,, jarang nge lag 🤔🤔🤔,,, tolong diperbaiki;3;Negatif
vina ts;sebenarnya bagus tapi kadang pemain solo kasian, kadang tim nya lebih suka ngetrol apalagi hanya user mage atau support hero lemah yg butuh kerja sama dari tim sebenarnya,kadang klo dia ngetrol trus kalah bintang tetp berkurang kan ga adil gitu, mohon pengertiannya dari saya pemain solo yg susah naik gegara tim ga seimbang,sering force close juga pas main jadi kesel gitu;3;Negatif
Arfani Coi;Mohon izin untuk menanggapi game anda, kenapa disaat saya (player) ganti akun selalu download data lagi, gitu terus menerus, setiap ganti akun pasti download data lagi, mohon developer untuk diperbaiki 🙏🙏🙏😇;3;Negatif
Vero Ro;Game nya bagus tapi pas login suka keluar sendiri banyak bug padahal jaringan Ama penyimpanan saya masih banyak kenapa keluar sendiri tolong di perbaiki min saya udh lama gitu Mulu massa saya harus hapus ml baru download lgi kalo mau main tolong ya min perbaikin.;3;Negatif
Husna SKG;saya beberapa kali setiap loading mulai bertarung,kadang kadang gak mau jln waktu nya terus udah mau mulai pertandingan langsung eror login kembali,beberapa kali saya afk gara gara loding lambat udah masuk langsung eror,beberapa kali saya riset hp tetep sama,apa aku hrs pensiun 😎;3;Negatif
Faizal1107;Tolong perbaiki ini , saya login ke game nya malah stuck di loading, udh nunggu lama tapi gk maduk masuk tolong perbaiki ini mohon bantuannya cepat di perbaiki, saya ingin maen lagii :(;3;Negatif
movie zero;Kenapa karena semua Tim Dan Tim lawan hilang koneksi dikenakan hukuman pengurangan kredit score, padahal jaringan saya 5G. Tolong perbaiki koneksi jaringannya dong. Sudah seeing terjadi hilang koneksi moontoon pada saat akan mulai.;3;Negatif
Daffa Zuhair;Untuk segi gameplay masih bagus. Akan tetapi mengapa saya mendapatkan tim jelek dan musuh jago ya? Saya main solo tim nya jelek. Saya main squad(party) musuhnya susah. Dimana letaknya sila ke 5 pancasila?;3;Negatif
RIDHO YT;Sehabis reset season sangat suka lag dan ngefreze, padahal hp bagus bagus aja dan malah dikira jaringan tidak bagus, tiba tiba frame drop;3;Negatif
Bani;Gam e ya bagus dari segi gerafik udah oke Iven ya menarik tapi yang membuat saya tidak Yaman atau kesulitan saat ber main adalah setiap saya main ko dapet tim yang gak jelas terus tim musuh gg semua sedang kan tim saya gak bener semua. TOLONG DI BUAT ADIL SAAT MENEMPATKAN TIM RANDOM ya terimakasih;3;Negatif
Ahmad Nailul;Monton kusaranin hilangkan bug loading file error' saya tidak bisa main tapi di tuduh afk sama lu monton plsssssssss aku pengen soalnya sering banget ngebug padahal lagi push rank dan aku gak ingin kredit skor aku berkurang.;3;Negatif
Ari dwi Cahyono;bgus,kadang sering relog sendiri apalagi pas main itu rasanya ganggu banget, dpt musuh yang ga sepadan dan tim yang kurang;3;Negatif
Tarman Ghe Ghe;ML sekarang Data game nya makin gede aja kami yang pake hp ram 2 ram 3 gk bisa main ngefram trus penyimpanan penuh trus, jadi tolong kecilin data game seperti dulu data game cuma 4 GB an sekarang sering di update 10GB;3;Negatif
Elfa Husni;Saya ingin bertanya kepada devoloper game nya kenapa saya diberikan musuh yg tidak sesuai dengan performa bermain saya.saya cuma ingin bermain tidak ingin membuat game ini tampak buruk Dimata saya jadi saya mengingin kan musuh yg menjadi lawan saya itu seimbang bukan nyaa malah berat sebelah sekian terima kasih;3;Negatif
Rafi Virmino;Jujur game ini bagus cuman aneh ko selalu ngelag padahal ram hp saya besar sinyal bagus ...apalagi kalo lagi war patah2 mulu.tolong diperbaiki lah biar guabtetap main game ini...kalo gini terus suka malas main;3;Negatif
H-Raha-HP Ayah Raha;Saya sebagai player mlbb merasa kecewa karena pemilihan tim yang sangat tidak adil. Mohon di atur ulang untuk pemilihan timnya agar player dapat pengalaman yang terbaik. Terimakasih 🙏🙏🙏;3;Negatif
Allifah Setiawan;Bintang tiga deh karna sehabis di update jadi sering nge lag tiba tiba ping merah balik lagi ijo hah parah bener lagi push genting genting nya gua jadi mati konyol sering banget padahal sinyal bagus semoga di denger aja keluhan nya;3;Negatif
Joe Satriani;Plis lah moonton, setelah update jadi rusak game nya setiap main selalu deley padahal jaringan & memori nya masih banyak. semakin berat setelah update;3;Negatif
choiril anwar;saya aku i game nya bagus,emang knpa sih gw tiap maen ketemu tim bocil mulu,ga pernah pas main itu dapat tim yang agak ngerti maen game ini dan stiap kata saya bicara biasa saja kok kna kredit skor padahal ga ngluarin kata² jelek,..tolong dong lama² gw bosen maen game iki,padahal gw jarang dapat tim yang ngerti cara rotasi game,dan ngerti draf pik.,,aku maen game ini dari 4 tahun yang lau...tolong dong pengertian nya🙏;3;Negatif
Pengguna Google;Sekarang udh jadi game yg tidak adil,, aneh banget menang nya 1 kali kalah nya 10 kali kadang tbtb Menang dg musuh yg kayak komputer kadang di posisi tim kayak komputer aneh banget ga jelas ga kayak dulu;3;Negatif
Muhamad Daffa;Min tolongin gw min kok gw gk bisa log in mobile legend padahal kuota ada banyak tapi kok gk bisa log in dan satu lagi masalahnya kan gw main rank ya trus kok musuh nya kek bot ga nyerang gitu padahal kan rank gw legen mohon bantuan nya🙏🙏;3;Negatif
Andri Yawan;Ini mobile legends kalau bisa di hapus chat obrolan nya ketika sedang menikmati game play nya, karna chat obrolan nya sangat mengganggu untuk tetap bermain atau pun menyelesaikan permainan nya, TOLONG YAH UNTUK CHAT OBROLANNYA DI HAPUS KETIKA SEDANG MEMASUKI GAME PLAY,,,,,,.;3;Negatif
anjing jalanan;bagus tidak bagus saya sangat bertrima kasih pada kalian semua karna game ini saya merasa terhibur, dan saya hanya meminta keadilan agar tidak selalu di berikan rekan tim yang tidak bisa bermain sedangkan musuh jago, mohon di adili saat pemilihan rendom otomatis karna saya sebagai player solo selalu dan hampir di seriap kali bermain dapat mvp lose;3;Negatif
Ridho Ramadan;Tolong untuk urusan sinyal dan bug harus segera di perbaiki apalagi up date yang semakin besar device yang kecil bisa apa tolong up date selanjutnya mobile legends bisa menjadi lebih ringan sukses terus montoon;3;Negatif
Eddy Zulfikar;Ka, maaf saya turunin bintangnya. Sebab setiap saya login pas ganti akun selalu download. Gak kaya yang dulu lagi, kalau sudah komplit download meskipun ganti akun gak pernah download lagi.;3;Negatif
ressa bahtiar;Tidak bisa masuk. Matchmaking, padahal jaringan bagus dan tidak masalah dengan aplikasi lainnya. Fix it, baru saja uninstall dan install lagi tetep sama.. Fix it.. Fix it..;3;Negatif
Rachmat Rafi Hidayat;"Moonton game moba keren, banyak pilihan fitur"" lain, tapi kenapa aku pushrank dari epic 3 bintang 2 selalu ditemuin tim"" jelek sampe lose streak jadi gm 2 bintang 4. Kalo mau gitu mendingan jadiin warior aja sekalian!";3;Negatif
Hadi Febriansyah;Ga jelas, pas ganti season kenapa tiap match pertama ngelag sinyal. Giliran match kedua malah lancar. Aneh tiap log in terus main sinyal merah.. ga jelas lu;3;Negatif
prastiyo alan kusuma;Karena game mobile legends sangat enak bisa menghibur kita dan perang yang sangat bagus 👍 dan banyak hero hero yang sakit dan kebal saya memegang tank, exp lane, gold lane, dan hyper ada juga map yang bagus makanya download mobile legends biar seru terimakasih;3;Negatif
Mas Caridin;Kenapa akun saya saat memainkan game dan pas mau masuk kedalam pertandingan. Itu terheti dan menyuruh saya mendownload resource padahal saya udh download resource 100%. Klo kaya gini terus saya bisa kehilangan credit scrore banyak;3;Negatif
Sentot Sentotwae;Kenapa setiap saya bermain selalu saja bertemu dengan player troll. Dan tolong diperbaiki masalah jaringan, di game nya itu 200+ padahal di tempat ku sinyal nya bagus;3;Negatif
Ramdhani salim Danil ganz;Mohon maaf gem nya GK kek dulu saat saya download data trs udh semua masih di suruh download yang had dan yang baju yang area tempur dan suara juga jadi penyimpanan saya terganggu dulu pas blm kek gitu lancar jaya;3;Negatif
Med Rukmana;sekarang2 banyak lag nya kalau lg main,padahal jaringan hp stabil. terus2n update,jaringan ga di pentingkan gimana sihh,apa lagi kalau war sama lawan langsung ping jaringan nya,kecewa gua;3;Negatif
Husna Hasna;Sedikit masukan tolong server nya di perketat lagi supaya tidak ada yang bermain curang (cheat ter) demi kenyamanan bersama Karena jika terus di biarkan orang takut nya bosen dan berpindah ke game lain;3;Negatif
rico herwindayanto;Knpa ya mcthmacing nya stag di 40 mb padahal baru abdet setiap kali main. Tolong dong monton benerin game playnya agar pemainnya merasa nyaman. Apa lagi kena buli mulu saya gara gara lambat masuk game play;3;Negatif
Rifqi Muzakki;sehabis update pas loading boarder nya gak kelihatan pas di 40% baru muncul boardernya terus stak loading nya di 40% terus stak lagi di 70% padahal ping bagus koneksi lancar. terus pas main banyak bug tali payung kagura gak kelihatan pas hayabusa ulti gak kelihatan animasi nya basic atack betrix nibiru gak kelihatan lele selena juga;3;Negatif
Ahan Killer;Game nya bagus.. grafik nya juga bagus juga... hero² nya.. dan karakter nya... tapi ada masalah sedikit yaitu saat kita war.. itu sering nge lag dan juga patah².. walau pun sinyal tetap bagus... tetap lag... untuk sementara aku kasih 4 bintang dulu ya.. Tolong di perbaiki lagi ya moonton;4;Positif
M.Rizki Abdilah;"Saya akuin emang makin kesini makin bagus,tapi saya sangat keberatan dengan data game yang hampir 7GB,itu membuat penyimpanan internal HPku habis yang menyebabkan kualitas/performa menurun drastis contohnya seperti patah2 dalam game maupun diluar game.""Saya punya saran agar pemain seperti saya tetap nyaman!!!Untuk download data game baiknya bisa memilih download data yang pentingnya saja seperti even,tampilan hero,battlefield.Untuk tampilan hero dsb dengantampilan&efekhigh baiknya dpt opsiunduh""";4;Positif
